Date,Open,High,Low,Close,Adj Close,Volume
2006-01-31,77.915871,78.393883,77.600380,77.724663,44.181072,7083094
2006-02-01,77.342255,78.623329,77.103249,78.336517,44.528851,5668588
2006-02-02,77.868073,78.001915,77.342255,77.657745,44.143024,6483108
2006-02-03,77.007645,77.217972,76.214149,76.453156,43.458321,10305192
2006-02-06,76.424477,76.434036,75.458893,76.013382,43.208309,10008651
2006-02-07,76.003822,76.663483,75.812622,76.338432,43.393078,5488676
2006-02-08,77.036331,77.342255,76.711281,77.246651,44.019600,5260543
2006-02-09,76.864243,77.246651,76.003822,76.864243,43.801682,7959223
2006-02-10,76.864243,77.877632,76.673042,77.753349,44.308365,5619007
2006-02-13,77.753349,78.307838,76.653923,76.902489,43.823467,5499240
2006-02-14,77.007645,77.868073,76.816444,77.523903,44.177597,6354973
2006-02-15,77.304016,77.915871,76.959846,77.294456,44.046852,5284392
2006-02-16,77.131927,77.351814,76.606117,77.351814,44.079510,5554783
2006-02-17,77.351814,77.466537,76.606117,77.160614,43.970581,5542545
2006-02-21,76.577438,77.198853,76.453156,76.959846,43.856163,6106548
2006-02-22,76.481834,78.059273,76.453156,77.772469,44.319237,5537838
2006-02-23,77.629066,77.762909,76.520073,76.673042,43.692722,5208452
2006-02-24,77.103249,77.103249,76.338432,76.577438,43.638248,4082747
2006-02-27,76.453156,77.332695,76.434036,77.084129,43.926983,3961202
2006-02-28,76.577438,77.007645,76.204590,76.711281,43.714520,6234892
2006-03-01,76.673042,77.256210,76.271507,76.386230,43.529282,5410226
2006-03-02,76.051628,76.682602,76.042068,76.424477,43.551086,4622065
2006-03-03,76.013382,77.275337,76.013382,76.443596,43.561985,4554702
2006-03-06,76.395790,77.093689,76.386230,76.481834,43.583763,4926137
2006-03-07,76.491394,77.237091,76.347992,76.759079,43.741753,4530017
2006-03-08,76.720840,78.011475,76.720840,77.571701,44.204845,5826115
2006-03-09,77.686424,78.374763,77.246651,77.456978,44.139462,4508992
2006-03-10,77.466537,78.632889,77.466537,77.982796,44.439106,5007411
2006-03-13,77.973228,78.776291,77.868073,78.326958,44.635216,4781684
2006-03-14,77.925430,79.340347,77.887192,79.235184,45.152767,4725828
2006-03-15,79.015297,80.076485,79.005737,79.713196,45.425190,5617438
2006-03-16,79.760994,80.038239,78.977058,79.225624,45.147331,4497277
2006-03-17,79.684509,79.741875,79.177818,79.636711,45.381588,6709462
2006-03-20,79.455070,80.066925,79.340347,79.904396,45.534142,4048334
2006-03-21,80.133842,81.252388,79.904396,80.124283,45.659458,7744898
2006-03-22,79.684509,80.956024,79.684509,80.736137,46.008125,5197156
2006-03-23,80.525810,80.564056,79.282982,79.541107,45.327110,5340667
2006-03-24,79.340347,80.038239,79.340347,79.694077,45.414295,4391945
2006-03-27,79.330788,79.598473,78.948372,79.426384,45.261753,4089965
2006-03-28,79.216064,79.722755,78.671127,78.804970,44.907619,4715996
2006-03-29,78.585083,79.875717,78.585083,79.474190,45.288990,4594137
2006-03-30,79.235184,80.019119,79.187378,79.541107,45.327110,4672482
2006-03-31,79.302101,79.923515,78.671127,78.843208,44.929405,6131652
2006-04-03,79.082214,79.913956,79.015297,79.407265,45.250839,4311194
2006-04-04,79.397705,80.095604,79.158699,79.780113,45.463314,4030238
2006-04-05,79.665390,80.736137,79.655830,80.468452,45.855560,5777999
2006-04-06,80.019119,80.611855,79.694077,80.124283,45.659458,5171529
2006-04-07,79.923515,80.114723,78.814529,78.852776,44.934872,5583025
2006-04-10,78.652008,79.101341,78.393883,78.489487,44.727840,3794574
2006-04-11,78.231361,78.451241,77.198853,77.590820,44.215748,6233846
2006-04-12,77.533463,77.791588,77.084129,77.198853,43.992363,4084839
2006-04-13,77.609940,78.967499,77.552582,78.374763,44.662472,5020486
2006-04-17,78.317398,79.273422,77.820267,78.049713,44.477234,4847373
2006-04-18,78.288719,79.856598,78.107079,79.646271,45.387024,8269467
2006-04-19,80.258125,80.305923,77.686424,78.260040,44.597092,11040216
2006-04-20,78.059273,79.206497,78.049713,78.413002,44.684254,6524111
2006-04-21,78.862335,78.871895,77.801147,78.068832,44.488129,6398800
2006-04-24,77.724663,78.785851,77.533463,78.499046,44.733288,6907889
2006-04-25,78.346077,79.254303,78.011475,79.034416,45.038380,7171690
2006-04-26,79.196938,79.808792,79.072655,79.684509,45.408848,6954645
2006-04-27,79.063095,80.688339,79.063095,80.191208,45.697594,8550318
2006-04-28,79.837479,79.942642,78.374763,78.718925,44.858597,8579083
2006-05-01,78.957932,79.646271,78.489487,78.613770,44.798676,6287611
2006-05-02,78.499046,79.101341,78.393883,78.795410,44.902176,4535874
2006-05-03,78.910133,79.627151,78.824089,79.063095,45.054722,5984271
2006-05-04,79.225624,79.435944,78.776291,78.804970,44.907619,4149377
2006-05-05,79.302101,79.674950,79.063095,79.617592,45.370693,4711707
2006-05-08,78.967499,79.560226,78.680687,79.244743,45.321491,4033899
2006-05-09,78.862335,79.627151,78.785851,79.569794,45.507397,4260149
2006-05-10,79.254303,79.665390,78.967499,79.254303,45.326969,3588198
2006-05-11,79.015297,79.435944,78.824089,78.833649,45.086384,5517127
2006-05-12,78.843208,80.009560,78.680687,78.766731,45.048119,5947242
2006-05-15,78.202675,79.493309,78.202675,79.244743,45.321491,6042114
2006-05-16,79.349907,79.588913,78.460800,78.546844,44.922375,4659721
2006-05-17,78.154877,78.594643,77.456978,77.695984,44.435726,6209056
2006-05-18,76.959846,77.772469,76.510513,77.112808,44.102200,5694006
2006-05-19,77.304016,77.437859,76.013382,76.749519,43.894424,7341979
2006-05-22,76.319313,76.806885,75.908218,76.500954,43.752258,6538441
2006-05-23,76.720840,77.724663,76.137665,76.319313,43.648388,5236694
2006-05-24,75.860420,76.520073,75.583176,76.271507,43.621044,7729522
2006-05-25,76.376671,76.653923,76.147224,76.615677,43.817886,4178770
2006-05-26,76.634796,77.304016,76.195030,77.198853,44.151413,3745517
2006-05-30,76.816444,77.399620,76.625237,76.634796,43.828823,5281359
2006-05-31,76.625237,77.275337,76.108986,76.386230,43.686657,6678605
2006-06-01,76.376671,77.313576,76.300194,77.141495,44.118610,5090359
2006-06-02,76.959846,77.017204,75.669212,76.022942,43.478867,7564986
2006-06-05,75.621414,76.520073,75.535370,75.583176,43.227375,5811367
2006-06-06,75.583176,76.386230,75.047798,76.252388,43.610111,7584128
2006-06-07,76.271507,77.189293,75.640533,75.669212,43.276592,8289341
2006-06-08,75.095604,76.080307,73.374763,73.642448,42.117435,14094222
2006-06-09,73.843208,74.665390,73.661568,74.216064,42.445477,6417628
2006-06-12,74.216064,74.655830,73.623329,73.632889,42.111980,5151445
2006-06-13,73.747612,74.502869,73.441681,73.546844,42.062767,7713309
2006-06-14,73.546844,74.426384,73.546844,74.292542,42.489243,6316376
2006-06-15,74.426384,75.315491,73.565964,75.105164,42.953979,6986652
2006-06-16,74.990440,75.076485,74.158699,74.521988,42.620476,8507641
2006-06-19,74.474190,74.856598,73.938812,74.254303,42.467369,5545997
2006-06-20,74.416824,74.856598,73.852776,74.560226,42.642326,6406227
2006-06-21,74.560226,75.105164,74.550667,74.856598,42.811859,5814819
2006-06-22,74.722755,74.923515,73.613770,73.795410,42.204941,5819630
2006-06-23,73.757172,74.416824,73.556404,73.709366,42.155716,4728548
2006-06-26,73.652008,74.110901,73.422562,73.757172,42.183037,3606608
2006-06-27,73.919693,74.187378,72.963669,73.260040,41.898727,5854253
2006-06-28,73.164436,73.231361,72.715103,73.193115,41.860462,4594137
2006-06-29,73.508606,74.378586,73.193115,74.177818,42.423626,5699549
2006-06-30,74.282982,74.502869,73.413002,73.441681,42.002628,8275638
2006-07-03,74.130020,74.827919,73.871895,74.588913,42.658733,3323456
2006-07-05,74.569794,74.942642,74.110901,74.349907,42.522060,4233999
2006-07-06,74.177818,75.076485,74.158699,74.655830,42.697014,4532423
2006-07-07,74.655830,74.655830,72.772469,73.059273,41.783913,6947114
2006-07-10,72.829826,73.451241,72.533463,73.298279,41.920609,7483816
2006-07-11,72.896751,73.279160,72.122368,73.107079,41.811249,6366479
2006-07-12,72.724663,72.944550,71.529640,72.160614,41.269966,8757217
2006-07-13,71.711281,71.969406,70.583176,70.975143,40.591957,9157416
2006-07-14,70.975143,71.032501,70.143402,70.334610,40.225636,7277859
2006-07-17,70.124283,70.688339,69.980881,70.458893,40.296715,7136544
2006-07-18,70.458893,71.147224,69.531548,70.994263,40.602905,9066205
2006-07-19,72.657745,73.671127,72.657745,72.724663,41.592545,15205597
2006-07-20,72.399620,72.543022,71.892921,72.160614,41.269966,12776785
2006-07-21,72.170174,72.179733,71.223709,71.567879,40.930958,8757635
2006-07-24,71.625237,72.801147,71.625237,72.648186,41.548828,5869315
2006-07-25,72.648186,73.049713,71.998085,72.552582,41.494110,5836994
2006-07-26,72.160614,72.944550,72.045891,72.495216,41.461323,4048125
2006-07-27,72.495216,73.891014,72.418739,72.801147,41.636284,6735299
2006-07-28,73.021034,73.900574,72.906311,73.575523,42.079166,4357322
2006-07-31,73.078392,74.091782,72.801147,74.005737,42.325207,5629363
2006-08-01,73.279160,73.977058,72.418739,72.791588,41.630810,4609408
2006-08-02,72.858505,73.546844,72.848946,72.963669,41.729240,3434855
2006-08-03,72.657745,73.355644,72.084129,72.973228,41.734711,2893027
2006-08-04,73.279160,73.393883,72.007645,72.571701,41.505070,5295270
2006-08-07,72.304016,72.848946,71.969406,72.198853,41.291817,4048229
2006-08-08,72.304016,72.906311,71.806885,72.017204,41.352219,3969256
2006-08-09,72.237091,72.925430,72.074570,72.074570,41.385143,4686498
2006-08-10,71.892921,72.734222,71.749519,72.409180,41.577274,3361426
2006-08-11,72.026772,72.447418,71.892921,72.160614,41.434555,3865807
2006-08-14,72.705544,74.082214,72.275337,73.307838,42.093292,5227280
2006-08-15,73.518166,73.747612,72.954109,73.690247,42.312862,6260728
2006-08-16,74.072655,75.793503,73.948372,75.611855,43.416237,7726279
2006-08-17,75.458893,76.061188,75.076485,75.879539,43.569946,5790028
2006-08-18,75.889099,76.453156,75.172081,76.386230,43.860882,5647563
2006-08-21,76.013382,76.367111,75.401527,75.793503,43.520554,3845619
2006-08-22,75.793503,76.051628,75.152962,75.478012,43.339405,4243831
2006-08-23,75.478012,75.975143,74.971321,75.210327,43.185688,3583282
2006-08-24,75.430206,76.003822,75.401527,75.889099,43.575432,3633072
2006-08-25,75.717018,76.481834,75.659653,76.367111,43.849892,3585060
2006-08-28,76.395790,76.931168,76.252388,76.787766,44.091457,5501332
2006-08-29,76.539200,77.896751,76.539200,77.820267,44.684303,5448091
2006-08-30,77.686424,78.087952,77.284897,77.648186,44.585518,4904485
